,Unnamed: 0,Description,Category,Predictions,Verify
175,442,mobile rename application database take hi teams require renaming mobile application application database take please help thank programme officer,Application,Network,FALSE
176,281,wants pm governance other tabs accept decline requests,Application,Application,TRUE
177,1096,thursday pm re decommission hello router has decommissioned poll removed thank engineer wednesday pm decommission hello please advised safe monitoring poll poll status down poll output packets transmitted received packet loss thank kind regards analyst ext,Network,Network,TRUE
178,2789,sent tuesday november printer cannot connect server teams unable print documents,Database,Database,TRUE
179,2146,sent monday re badge lost la pot sent monday badge lost hello unfortunately last week have lost access badge can you please advise regards next steps order get one thanks manager,Security,Security,TRUE
180,1949,access badge working properly hello today working after maternity leave encountering issues with access badge can leave floor but cannot enter again same behavior for other floors need special access restricted floor thank you senior developer mob,Security,Security,TRUE
181,1831,hi please developer his october thank,Security,Application,FALSE
182,1266,re maternity leaver form hi please find attached form filled view let other details required regards test lead thursday december pm maternity leaver form hello please fill maternity leaver form thank,User Maintenance,User Maintenance,TRUE
183,1146,scheduled work hi ask announce scheduled works tomorrow other side please let filled regards senior infrastructure engineer infrastructure,Network,User Maintenance,FALSE
184,2052,sent wednesday badge hi guys left employee badge kitchen area yesterday morning showed up since any can get one please thanks ale manager en,Security,Security,TRUE
185,2357,hi please open ticket noticed door leads elevator toilets area kitchen th floor building can be open if pushing pooling little harder without access card thanks,Security,Security,TRUE
186,2792,sent monday october play option hello regards previously existing incident was closed by could you please raise ticket with incident able play videos her computer although when she logs remotely through computer located she able play videos same situation for another can you please investigate issue would be include previous ticket info order avoid double effort some scenarios were already tested thank you kind regards,Database,Database,TRUE
187,726,retrieval assignment hi please retrieving his monitor he continue has temporarily assigned thank engineer ext,Database,Database,TRUE
188,2698,sent thursday july server performance issues hello can you please log call assign our queue thank you best regards senior engineer en sent wednesday july server performance issues hello let you know observed following jobs configured lasting too much unfortunately these jobs affect server performance because these there still monthly tape jobs queue normally these jobs should have finished by july th there were similar situation february please attached thread thread proposed configure remote offices by exporting ad configuration folder configure for folder instead whole similar way configuration you can find per attached thread you can find folders added these follows scripts contains scripts for export ad configuration contains exports ad configured those attached thread you can also find approval for configuration change domain controllers can you please have look change for offices case you need request for please let know thank you best regards senior engineer en registered under number whose registered old broad street kingdom does provide any clients each subsidiaries separate entity liability for another such entity,Network,Network,TRUE
189,450,successful hello dear please add blacklist thank best regards senior engineer ext wednesday successful hi has brought things right chapter lives best,Application,Application,TRUE
190,1118,poll warning status down has assigned hello please assign delete pool disk kind regards engineer re poll warning status down has assigned hello everyone discussed meeting let proceed recommended by best solution delete poll monitor disk done by needed assist poll virtual disk same description currently existing thank re poll warning status down has assigned hi apologies delayed response decommissioned host probably kept store other making decision regard things clear discuss away until setup minute call him next clarify details regards application pm move advised he obtained details ask next about added thank poll warning status down has assigned hello help resolve aspects addressing monitoring change per suggestion makes sense validate progress issue offers application provide os ask logs retention policies review logs format etc permission deal kindly advise matter review overall setup host application feeling wrongly setup resources inefficiently because host contains application video surveillance regards owner wednesday re poll warning status down has assigned hello degraded cannot definitely think poll partition wrongly configured maybe delete poll monitor disk because host forever helped re poll warning status down has assigned hello gents sorry chasing issue persisting clear view how solve poll grew best solution needed shrink disk increase threshold add additional host thank waiting kind regards engineer tuesday july re poll warning status down has assigned hello host video surveillance make physical instead virtual installed added help disk partition other big partition host think safe shrink disk regards senior engineer poll warning status down has assigned hello updates about thank waiting kind regards engineer thursday july re poll warning status down has assigned hello everyone please advise presented by understand present take almost host how recordings kept spare components extend thank july poll warning status down has assigned hello updates about thank waiting kind regards engineer wednesday july poll warning status down has assigned hello disk host has designed store moment host running disk than grow cause exhaustion disk solution increase warning threshold critical please advise about thank waiting kind regards engineer tuesday july poll warning status down has assigned please advised record number has assigned please review details take appropriate action description poll warning status down poll output partition over threshold summary poll warning status down number priority moderate assignment location monitoring please link kind regards ref msg,Network,Network,TRUE
191,717,allocation hello please allocate assigned temporarily permanent basis attached justification purposes pc returned contingency growth stocks thank lead,Database,Application,FALSE
192,283,dear please provide require please kind regards,Application,Application,TRUE
193,146,re delete item folder site hi deleted document rights please investigate rights members same rights folder files within run kind issue again thank specialist content brand,Application,Application,TRUE
194,1842,july re work hi please impact great think mind notified rather way than complaining told thank july re work hello please advise affected required best regards specialist ext hub july pm re work hello reschedule next please let other details needed thank engineer july pm re work hi cr more timely heads currently too short notice more helpful thank july work importance high hello please advised currently performing work controller during his works possible going controller units automatically refresh means doors offices locked around minutes each by same think enough other actions required thank engineer,Security,User Maintenance,FALSE
195,24,clone self dashboard hello writing ask help cloning self widget report snow profile onto profile reason requesting uses these reports monitor tickets logged self best interest report available within consider needs also added each member profile sd specialists please liaise please note by snow kind regards engineer mobile,Application,Application,TRUE
196,2595,th floor,Network,Network,TRUE
197,2327,sent tuesday december re warning importance high we better infected his laptop though document might have had effect due macros being disabled by default apparently these things using word macros try deploy their initial payload story here please raise ticket for incident below assign if can laptop with additional scanner seems be preferred tool for if usually can someone try help remotely regards sent december warning importance high hi was blank did we clean attachments or infected his laptop regards sent december warning importance high hi again everyone some colleagues including members have received today seem have got through anti filters these appear come following australian taxation more here customs varieties include attachments open attachments or these you should know course but reminder our most important message always helpful always think least twice you click apparently story here attachments claim come australian taxation contain trojan type try steal money you when you next your web site if you use one customs probably contains similar however whilst cannot find any storying warning about one source address server sent also hosted by like servers sending pretending come australian taxation regards information,Security,Database,FALSE
198,1080,re ports hi help please thank pm re ports hi tested everything looks fine test next production also missed out ports needed by deploy deploy production jobs well regards wednesday pm re ports hi few minutes ago informed required ports opened root connected escape character closed root connected escape character please run jobs let everything working expected thank engineer tuesday re ports hi please informed registration number engineer responsible today change his best order implement best regards engineer pm re ports hello updates currently shut down deliver regards wednesday pm ports dear please help accessing ports additionally also slaves configuration needed troubleshooting details root connect timed out port accessible client escape character ctrl thanks engineer,Network,Network,TRUE
199,740,forced install issues dear please log assign manually installing his after forced installation failed thank kind regards engineer,Database,Database,TRUE
200,2952,sent monday re update hi guys would have wait until manage install app rather than closing ticket after sending get below error while trying install thanks regards manager,Database,Database,TRUE
201,2528,sent wednesday february issue hi having issues for second two nights did eventually work last but having issues again tonight issue getting can peer kind regards senior infrastructure consultant infrastructure,Network,Network,TRUE
202,303,phone hi phone charging tried everything booted safe mode did soft changed cables nothing has worked had enough perform factory arrange handset please deliver dept floor canada square require old handset back regards,Application,Database,FALSE
203,2635,sent monday november server hello we longer have server store human resources could you please investigate into thank you administration officer ethnic sa ne care server care si cat minute sa prima prima bun sa ne si sent monday november server hello everything back normal please disregard request thank you administration officer,Network,Network,TRUE
204,520,normal va,Application,User Maintenance,FALSE
205,854,transfer dear please find form thank kind regards administrator,Database,Application,FALSE
206,178,suspicious hi please best regards monitoring analyst wednesday suspicious hi received unexpected suspicious please find attached take appropriate actions thank senior engineer,Application,Application,TRUE
207,2543,sent friday server stopped hi could you please help with next situation was trying install docker machine our environment followed next steps install docker engine enable start docker last step server work more session was stopped haven able connect again machine clearly server response request could you please start again machine you know if machine some limitation regarding docker installation could you tell if possible cause error why machine was stopped thanks for your help machine information root password regards senior developer,Network,Database,FALSE
208,323,configuration hi please provide information configuration allocated currently work minis configuration proper thanks head mob,Application,Network,FALSE
209,314,confluence hello please help create user confluence possible kind regards discipline lead,Application,Application,TRUE
210,555,hello also please help regards,Application,Application,TRUE
211,468,collection hi please best regards monitoring analyst tuesday pm collection software developer,Application,Application,TRUE
212,2354,door closing times,Security,Network,FALSE
213,727,purchase po dear purchased requested by cs please log allocation after receive item please take consideration mandatory receipts section order receive item ordered how video link please receipt number item needed processed kind regards administrator,Database,Database,TRUE
214,1556,tuesday pm maternity leaver form hello please help by filling out maternity leaver form thank ext information confidential legally privileged intended solely addressee opinions expressed mine necessarily,User Maintenance,Security,FALSE
215,1919,external vulnerability steps hi can you raise incident tickets for each row attached spreadsheets with subject value vulnerability id column please please also keep following actions for each issue escalate appropriate teams make recommended action install appropriate patches or configuration changes keep track resolving for each ticket send closure resolution tickets should have be closed automatically by case if cannot take recommended action resolve vulnerabilities please complete yellow columns send information best regards monitoring analyst,Security,Security,TRUE
216,240,help setting hello please log she needs help setting her needs assigned thank profile,Application,Application,TRUE
217,1249,card tickets handled by hello please informed tickets regarding opening cards employees which currently assigned queue handled by namely handled by please thank regards december re change has rejected by hello highlighted bit has addressed reassigned apologize inconvenience caused thank both best regards leader december re change has rejected by hi sorry stepping agreed cards handled by once done part mentioned thanks coordinator engineer ext,User Maintenance,Security,FALSE
218,1751,december pm assistants starter discipline dear please informed candidate accepted job offer become discipline december developer please create his credentials per attached form thank best specialist,User Maintenance,User Maintenance,TRUE
219,2452,sent thursday march alarm alarm alarm changed status yellow target par previous status status yellow alarm definition yellow metric above red metric above current values for metric metric disk space used description alarm usage disk par changed yellow,Network,Network,TRUE
220,960,ne va la pre prod proxy pre prod inside secure proxy pre prod pre prod inside secure pre prod senior software engineer,Network,Network,TRUE
221,803,stand dear stand computer possible regards,Database,Database,TRUE
222,1753,december please secure area hi please secure area thank officer,User Maintenance,User Maintenance,TRUE
223,1875,hello received think moved thursday pm voice proxy software hi voice proxy let two more parties connect phone call without disclosing phone driver calls waiting passenger agree pickup location reaching out let platform provides high voice proxy solution unbeatable price offering voice calls minute states because offer convenient per second billing even greater learn more about how platform help add back learn more about voice proxy how customers re invited upcoming connect communications specialist platform st san ca preferences,Security,Application,FALSE
224,1746,friday december pm please close secure area hi please close her starting december available desks floor tower sorry inconvenience kind regards officer,User Maintenance,User Maintenance,TRUE
225,601,purchase po dear purchased mobil pixel link please log allocation please log retrieve old device after receive item please take consideration mandatory receipts section order receive item ordered how video link kind regards administrator,Database,Database,TRUE
226,1328,card floor hi colleagues please provide card floor thanks lead,User Maintenance,User Maintenance,TRUE
227,558,accounts good morning please note changes deactivate user accounts create accounts users tester,Application,Application,TRUE
228,346,please rise next tickets hello please rise next tickets assign summary user rights environment assigned administrator please requester kind regards engineer,Application,Application,TRUE
229,1012,colt intrusive site survey old broad street hello sorry broadcast colt come next friday perform survey please please arrange believe required thread please assist kind regards colt intrusive site survey old broad street hello please arranged colt site planner out intrusive site survey subject enable colt conduct survey provide prompt efficient information needs submitted by representatives via information includes building details which provided avoid unnecessary delays forward hearing back anticipation details order ordering party order number type colt spoke protected circuit reference proposed survey date friday october planner orwell mb mb please ensure granted basement intake room dp band areas enable planner walk view route floor room plan cable installation equipment important cable installation required order then colt policy requires landlord building owner provide installation writing via options consent correspondence wording required stating agreement required colt agreement provided responsibility liaise landlord building owner determine how wish documented please also advised fees required by building landlord other parties must by yourselves under circumstances colt provide please subject survey cannot scheduled without written consent requirement consent correspondence consent hereby given insert landlord name colt colt enter insert details purposes installing retaining maintaining repairing renewing telecommunications cabling equipment order serve occupiers insert building occupiers require colt please inform planner require personal protective clothing protective equipment subject premises requested areas by copy building asbestos ensure available planner review undertaking survey please requirement also site survey cannot performed without asbestos made available planners instructed abandon survey additional costs incurred re survey also cause delays providing ensure requisite permits key holders building facilities personnel required made available advise other tenants demise informed survey advise details representative building landlord required attending survey discuss issues arise regarding cable routes within building regarding spacing requirements etc provide floor plans building layout drawings alternatively pass hard copies planner he please ensure latest arrangements prior scheduled appointment require further information please hesitate kind regards langley csp build transition colt langley colt colt colt great eastern street eh colt disclaimer entity colt companies colt building forte rue luxembourg corporate information entities found companies index communications secure colt accept responsibility accurate transmission content attachments legally contractually binding expressly previously agreed writing by colt,Network,Database,FALSE
230,1675,february area tower good morning please secure area tower colleagues thank kind regards officer,User Maintenance,User Maintenance,TRUE
231,433,change hello please add thank testing discipline lead,Application,Application,TRUE
232,2664,re scans results kale hello there findings report about infrastructure covering multiple issues should be split several teams findings should be covered by application should be covered by line updates should be covered by findings about servers location were fixed fixed fixed fixed fixed available but access close incident but please review list open incidents for proper teams thank you senior engineer en sent monday october scans results kale hello please find above your queue thank you analyst ext hub sent friday october scans results kale hello please find above your queue thank you analyst ext hub sent friday october scans results kale hi can you please raise tickets relevant teams guess investigate hopefully fix vulnerabilities identified kale assets attached results vulnerability scans performed there recently kind regards information compliance officer extension or,Network,Security,FALSE
233,1246,card activation offices dear short visit december december please card tower range thanks developer,User Maintenance,User Maintenance,TRUE
234,1749,hi guys please retrieve cards discussed room remain his card,User Maintenance,User Maintenance,TRUE
235,2710,sent november re previously worked for access based address or using sent tuesday november re hi could you please advise if you using client provides access only for other clients well thanks analyst ext hub sent november hello having trouble connecting through can only access thanks,Database,Database,TRUE
236,1283,secured hi please secured thank senior,User Maintenance,User Maintenance,TRUE
237,152,hi having issues his unable his imperative he his he finish various he working help matter greatly appreciated best regards administrator ny,Application,Database,FALSE
238,2861,sent monday october git question hello normal behavior for git be accessible outside through visiting client connected but git accessible regards,Database,Network,FALSE
239,493,additional dear please additional name pipeline tests type single choice initial values create cancel refund site adjustment lookup create plan plan delete plan thanks automation engineer,Application,Database,FALSE
240,2683,sent tuesday re update hi able access en below since was added can you please also add address you can handle request need for demo by tomorrow thanks senior manager sent monday update dear further our recent communication we believe your below query resolved if you with resolution there need for response however please let know if we can be any further assistance matter please note interactions between clients regularly monitored order make high quality maintained reference number summary resolver description sent monday hello like kindly ask you add address physical address cd can be completed by end today we have important demo with need possible thanks senior manager kind regards ext hub ref msg,Network,Database,FALSE
241,1224,hello please member thank,User Maintenance,Application,FALSE
242,467,hi please please thank,Application,Application,TRUE
243,1546,re leaver card center maternity leaver form logged card other needed please log accordingly hello ca,User Maintenance,Security,FALSE
244,2613,sent tuesday november issue hi we started experience two issues with our access encounters intermittent there mercurial repository hosted server within we have access error we get abort error connection attempt failed because connected party did properly respond after period or established connection failed because connected host failed respond access encounters intermittent database server hosted within we have access please treat request with top priority get back asap thank you lead en,Network,Network,TRUE
245,2978,port working phone into computer able be utilized,Database,Database,TRUE
246,1184,wednesday please create clone machine ad azure infrastructure assign wednesday re va ad azure core wednesday cum mea ad si ad si azure ad instant core gram si instant core gram,Network,Application,FALSE
247,1935,access card working dear access card working could you please help thank you manager,Security,Security,TRUE
248,430,editing rights icon solution hi please based thank engineer wednesday pm editing rights icon solution hello please editing icon solution require thank officer ext blvd,Application,Application,TRUE
249,1111,allocate more resources hi please more resources allocated currently micro instance changed medium thank,Network,Application,FALSE
250,1927,lost pass card hello lost pass card could you please deactivate request one for located thank you best regards engineer,Security,Security,TRUE
251,21,please action submit cards hi queried these alerts told ignore transition resolved by arriving believe these date formally moved refer timecards over old continue ignore these alerts switched off somehow think queried nearly four months ago alerts come every cheers editorial consultant please action submit cards dear receiving because cards haven submitted please note enough enter also make submit take corrective actions submitted card gets rejected breakdown submitted cards please submit accordingly possible country submitted cards card status entered entered entered entered total submitted cards submitted cards statuses explained error usually happens log calendar view period than days then delete which causes timecard switch error fix add back deleted delete entire timecard right hand side menu recreate again rejected card rejected by approvers please card entries accordingly resubmit entered status timecard few days entire timecard entered saved cards status has passed entered validation gone next submission step card issues resolve please wait corresponding resolutions,Application,Application,TRUE
252,2988,phone gives error parse error when trying directory search or directory search working for client belgrade best regards,Database,Network,FALSE
253,2022,re unable access for worked thanks lot proof below feel free open closed incident for justify work have evening everyone manager,Security,Database,FALSE
254,171,add dear please bellow print screen him member pm please add pm thanks,Application,Network,FALSE
255,2072,sent wednesday july lost visitor cards hello please lost below visitor cards card card thanks manager,Security,Security,TRUE
256,273,expire days dear please please help resetting details thank software developer id image date pm expire days guys keep getting prompted change kind regards date saturday expire days dear expire days order change please follow steps prerequisites disable device credentials close active connected by cable machine note also follow steps detailed press ctrl alt delete same pops change item enter format enter enter newly chosen then re enter again submit displaying has changed os machine browse enter format enter gear icon top tight browser window enter enter newly chosen then re enter again save connected note complete resources granted once connected by cable browse tick want change after logging enter format enter log enter enter newly chosen then re enter again change clients suppliers about expire please touch person then communicate back encounter issues hesitate by accessing yours registered wales under registration number registered fax information contained communication intended named contain legally privileged confidential information intended recipient must copy distribute take action reliance received communication error please notify immediately by isles return by,Application,Application,TRUE
257,2506,sent thursday february re urgent help needed caps connection caps lost hello adding conversation we made minor change yesterday evening enable response caps apparently fixed access problem unlikely enabling or disabling anything with root cause since was intermittent begin with was situation moment environment was if can you pinpoint when began happening lead en sent thursday february urgent help needed caps connection caps lost importance high hello connection caps lost caps becomes inaccessible although node appears running console also note node responds requests caps pinging central compute with bytes data bytes bytes bytes blocking problem for we re able deploy anymore applications could you please investigate problem with urgent priority best regards software consultant design lead lead,Network,Network,TRUE
258,2282,sent thursday february re request access area for visitors importance high hi for reasons writing inform you visitor cards two were returned we can find them please consider them lost until further updates cards following thank you regards officer,Security,Security,TRUE
259,2730,laptop needs rebuild order make explorer work properly again can you please help,Database,Database,TRUE
260,167,add groups dear add ad groups mailbox best regards engineer,Application,Application,TRUE
261,2219,sent friday march lost badge pass hey lost badge could you please block give one thank you have,Security,Security,TRUE
262,2538,sent monday re servers with addresses forgot attach server list sent monday servers with addresses hello please open incident assign mistaking we worked weekend we found had quite few problems because some test servers configured with instead static address would need be configured with static addresses current infrastructure set up have dynamic addresses for servers asked past well please assign static addresses any created even if test if there other teams create such please forward request them well although these machines part offer some advice or provide need be set up them best regards technical consultant,Network,Database,FALSE
263,1820,visitor hello visitor visitor visitor visitor visitor visitor visitor visitor,Security,User Maintenance,FALSE
264,1721,pm card dear please reactivate card locations thank,User Maintenance,User Maintenance,TRUE
265,2826,original message sent monday october re device alert notification st floor printer path hi went down fixed thanks engineer original message sent monday october device alert notification st floor printer path hello please advise below thank you analyst community builder ext hub original message sent saturday october device alert notification st floor printer path printer details output copier details output scanner ready details model name device name st floor comment host name address address domain name print server name file server name printer name zone name name computer name share name device st floor printer alert st floor printer notified,Database,Database,TRUE
266,2002,card sa la la la va sa la parte accountant,Security,Security,TRUE
267,676,purchase po dear purchased edge link apple link please log allocation after receive item please take consideration mandatory receipts section order receive item ordered how video link please receipt number item needed processed kind regards administrator,Database,Database,TRUE
268,2646,sent friday november restart server hi we asking for your help for booting machine start we would like know what process restart machine have up because currently we doing configurations server we need restart continually you can find similar request ticket server work thanks regards senior developer,Network,Network,TRUE
269,2641,sent wednesday november access via cable importance high hello our colleague have access via cable please help with issue asap thank you have lovely further kind regards senior accountant,Network,Network,TRUE
270,2511,sent tuesday february azure machine accessible importance high dear we have issue with accessing following azure machine were we keep environment for could you please help with solving access issue looks machine down thank you sincerely manager,Network,Network,TRUE
271,130,hello please groups active template replace also way prompted template deactivate require further details please hesitate thanks kind regards,Application,Database,FALSE
272,655,charger hello please provide charger today thank,Database,Database,TRUE
273,1687,friday february pm leaver card care,User Maintenance,User Maintenance,TRUE
274,2780,entered appeared blank then worked then refresh became black then got screen with message,Database,Database,TRUE
275,1599,wednesday hey va milk fruits fresh la care si exact card si ca si si si intr va tuesday pm hello kindly advised floor cards visitor visitor visitor visitor visitor visitor visitor visitor visitor visitor milk fruits fresh la please let require further assistance thank kindest regards analyst ext hub friday pm perfect la analyst ext hub friday pm re si care badge nostrum friday pm ne ca weekend analyst ext hub friday pm re ca la si va exacta ca friday pm la ne ca la ne ca si si tot merci si analyst ext hub thursday pm la la ca ne la analyst ext hub thursday re care va ne si cum si card care si ti care active va ne milk fruits fresh la wednesday pm re la la care va ne si care active va ne si cat analyst ext hub wednesday re care la dam care ii dam wednesday re la analyst ext hub wednesday hello va la,User Maintenance,User Maintenance,TRUE
276,1601,pm card hello cleaning ladies coming back next her maternity leave she card she work during mornings evenings schedule thank pm card si la ii card si special tot managing employment,User Maintenance,User Maintenance,TRUE
277,233,hello please advised has logged side hold until further notice please log let user has created thanks best regards analyst tuesday hi please his level kind regards application engineer surrey surrey please consider environment printing regarded confidential received error please notify destroy immediately statements intent shall become binding confirmed hard copy by signatory contents relate dealings other companies under control details which found,Application,Network,FALSE
278,261,hello please give thank,Application,Application,TRUE
279,2770,sent friday november issues with wireless connection hello experiencing issues connecting any wireless issue started last around when wireless connection went access experience same issue matter wireless choose connect guest etc status connected access note made changes settings or configuration or anything would like for issue be resolved plan working over weekend would need connect wireless let know if you need further information thanks kind regards infrastructure manager,Database,Network,FALSE
280,2320,sent tuesday activate access card common areas hi whether or should perform above request sending joined today his access card activated common areas please can you request be activated possible card number thank you leader en,Security,Security,TRUE
281,2772,sent friday november re transfer hi please let know what expected date for completing transfer process our current situation cannot enter working space with their id cards for working orion delivered them even tough were ready monday cannot access orion work testing developing automation scripts please let know if there anything needed side order speed up transfer process resolution best regards test lead date friday november transfer hi including college take care interns question worried because get access space yet thank you administrator sent tuesday november transfer hello regarding transfer process please find attached for switching orion for next month need access space starting tomorrow thank you kind regards administrator,Database,Database,TRUE
282,2019,token lost hello could you please open incident replace token lost existing one best regards,Security,Security,TRUE
283,530,good afternoon currently cannot codes forecast against currently view please enable questions please drop cheers change control presence mob,Application,Application,TRUE
284,127,folder hello folder please libraries view thank head creative,Application,Application,TRUE
285,1979,access cards dear colleagues by mistake card provided card same situation with card provided card could you correct since cards already printed with employees name we have issues with card since have access our remain your disposal for any questions assistant,Security,Security,TRUE
286,2005,lost pass hi lost pass could you please help with blocking providing one thank you engineer,Security,Security,TRUE
287,2251,original message sent monday february event notification data event et door vest remote alarm source et door vest details details details,Security,Security,TRUE
288,1235,badge needed floor hi please floor thank,User Maintenance,Security,FALSE
289,1411,granting hello please kindly floor saturday rd colleagues card card thank,User Maintenance,User Maintenance,TRUE
290,797,tv borrow hello teams please log please advise spare tv temporarily allocated thank mobile tv borrow hello guys understand tv available wondering procedures borrow tv want create february thank design lead,Database,Application,FALSE
291,1797,tuesday november assistants please secure visitor cards area importance high hi please secure visitor cards area please complete today separate friday closing these cards kind regards officer,User Maintenance,User Maintenance,TRUE
292,2981,sent wednesday list assets hello guys you please raise below with thank you lead sent re list assets hello attached filtered report based findings left assets having assigned running contingency undetermined blank status assets including servers can you teams have look assets having above status if still installed them also why some assets have undetermined or blank status for servers how you suggest we go about someone needs log server install then perform reboot there any with replacing server thank you manager sent list assets hello please find attached requested report should there be more can help any additional info can provide hesitate contact thanks for your kindest regards engineer managed en sent list assets hello please be advised below logged assigned your queue kind regards analyst ext hub sent monday hello please log ticket for providing exact list assets below installed needed number name location also keep loop anti virus remote thank you manager sent hello received list software removes before installation present could you please let know how proceed further with request regards technician managed en sent thursday re hello please be informed our solution automatically remove most tools before installation propose run installation task assets where present automatically remove old solution waiting for list product can automatically remove check if present for ticket id within get back you when have any updates regards technician managed en sent monday hello based latest software reports received fact there still instances installed several assets came light there way them centralized manner order avoid contacting each individually location software product name number installations anti virus remote anti virus remote anti virus remote anti virus remote please log ticket for thank you manager,Database,Database,TRUE
293,160,re setup has assigned hi dear please ad information thanks engineer,Application,Application,TRUE
294,759,re moving testing analysis starting hi considering please help completion attached form thank lead friday december pm moving testing analysis starting hello please note moving analysis discipline starting st please find attached his his please let required thank help head analysis architecture,Database,Application,FALSE
295,2456,sent wednesday march machine issue hi we having selenium grid machine working until today used for testing dashboard used access hub let know if there any issues with machine thank you consultant lead,Network,Network,TRUE
296,236,rights dear please provide rights he supporting part helping editing creating pages benefits learning location grateful communications,Application,Application,TRUE
297,165,tuesday pm february st dear please find attached starter forms interns move employment contract february st after finished internship thank kind regards administrator,Application,Application,TRUE
298,1478,july pm re kind cards assignation importance high hi thank mentioned cards thank best regards july pm kind cards assignation hello please advised logged number logged colleagues activate card mentioned allocated him card number under number proceed closing further assistance please let thank kind regards analyst ext hub july pm kind cards assignation importance high dear colleagues available please kindly assign cards follows joiners cannot find assigned cards thank best regards,User Maintenance,User Maintenance,TRUE
299,1403,re updated lost card hello haven received replacement card please advise has arranged expect receive card thank friday updated lost card resolved fellow think query logged has resolved did well details reference summary lost card description hi lost card please deactivate provide replacement please also advise replacement procedure fee details more resolution card marked lost good provided resolution response issue persist recur resolved please best provide assistance matter how how how warm regards ext ref msg,User Maintenance,Security,FALSE
300,2629,sent wednesday november hi latest days working very very slow often for disconnecting even while call with clients sites loading wireless thanks,Network,Database,FALSE
301,1469,july floor hello colleague joined received today card cannot floor where please also floor thank,User Maintenance,User Maintenance,TRUE
302,2756,hi have problems connecting problem started last evening when tried connect using wireless today tried connect via wireless connection cable connection still can manage connect requests introduce password over over connect server please help solve problem most work related thank you,Database,Network,FALSE
303,1752,december pm enable card importance high hi please card thank unit,User Maintenance,User Maintenance,TRUE
304,2424,sent friday march low quality hi there last few weeks we have facing regular interruptions during calls we have daily basis with our clients guess bandwidth enough but you have some detailed logs where you can analyze traffic have clear picture eventually solution imagine we lose audio for seconds sometimes with important frequency one interruption every minutes very embarrassing ask client often repeat last sentences problem for colleagues joining call thank you,Network,Network,TRUE
305,1988,lost badge hello name lost badge can you help with one need access th floor also kind regards,Security,Security,TRUE
306,2101,sent monday event notification data event et door vest remote alarm source et door vest details details details sent monday event notification data event et door vest remote alarm source et door vest details details details,Security,Security,TRUE
307,611,license allocation hi please order allocated bellow licenses per total number supported points per total number active per total active per proposed purchase per per per per additional information please let coordinator purchase po hi purchased ct adder licenses controller con upgrades adder licenses kind regards administrator,Database,Network,FALSE
308,2607,"sent friday december ..., success thanks manager",Network,Database,FALSE
309,2079,sent friday july hello badge data se sa fie si sa se care se engineer,Security,Security,TRUE
310,2484,error received while trying connect servers,Network,Database,FALSE
311,2661,sent tuesday october re slow loading applications hi seems issue sites servers loaded running very slow for colleagues best regards engineer sent monday october slow loading applications hi there some issues affect applications loaded very slow could you please investigate find reason why happens thanks job engineer,Network,Network,TRUE
312,1936,lost access card dear want inform you have lost access card could you please advise regarding thank you,Security,Security,TRUE
313,2621,sent tuesday november hi physic machines placed tower noticed below issue happens least one month due unknown reasons or more likely outage guess tuesday november friday october monday could you please raise ticket regarding issue currently issue fixed by turning machines thank you engineer sent tuesday november hello please be advised above ticket logged assigned your queue thank you very much kind regards for analyst ext hub sent monday november task assigned please be advised record number assigned please review details take appropriate action description dear slaves please reconnect them kind regards summary number priority low assignment location ref msg,Network,Database,FALSE
314,1216,report dear please provide colleague months order analyze special cases quite urgent much appreciated thank technical leader,User Maintenance,Application,FALSE
315,311,change hello has tried change myself has failed errors please make change regards,Application,Application,TRUE
316,2749,sent monday november space cleanup needed hello have mini have space left following partitions size used avail mounted disk disk volumes data map hosts map know what delete anymore order have some free space already removed could remove currently does run anymore since there space disk best regards senior software tester en,Database,Database,TRUE
317,2337,sent friday december lost access card hello would like inform you lost access card regards design lead en,Security,Security,TRUE
318,1985,joiner card hello we have colleague joined today caps his card does work th floor can you please activate access for his card number kind regards agile manager,Security,Security,TRUE
319,1547,friday pm re leaver card tower ca friday pm leaver card tower va va analyst ext hub,User Maintenance,User Maintenance,TRUE
320,2023,badge lost hello lost badge need one thank you,Security,Security,TRUE
321,1938,re potential we might be using hello alright believe we agreement below actions setup apply patches mentioned by below assigned assets should be done through ticket image for be updated include below patches when being rebuilt by when allocation comes we have vulnerability covered ticket should be raised for thank you manager,Security,Network,FALSE
322,1097,test environment hi please help providing test environment help further technical details thank,Network,Application,FALSE
323,2851,sent tuesday october printer error th floor tower importance high hi could you please help with printer issue th floor tower currently unavailable but very necessary although prints out pages unreadable please attached pics thank you for resolution issue,Database,Database,TRUE
324,1178,thursday re item publicly hello please log assign queue thank senior engineer re item publicly,Network,Network,TRUE
